-9.945082323020320025e-01,-9.955864499715719740e-01,-9.947609259419213368e-01,-9.948324887681351258e-01,-9.948324887681351258e-01
-9.947958853793841261e-01,-9.958980075997623249e-01,-9.947182136869558988e-01,-9.950062271491144639e-01,-9.950062271491144639e-01
-9.950293619941976697e-01,-9.956363200069531239e-01,-9.949478444546322464e-01,-9.948833275990150993e-01,-9.948833275990150993e-01
-9.948366133360360131e-01,-9.958805384427180662e-01,-9.946298291352704268e-01,-9.948229026541557385e-01,-9.948229026541557385e-01
-9.947906599797463612e-01,-9.958980948290376833e-01,-9.947114769058367223e-01,-9.949762216252503455e-01,-9.949762216252503455e-01
-9.949585027549817662e-01,-9.958708266250873020e-01,-9.947468191271514604e-01,-9.948499102284427131e-01,-9.948499102284427131e-01
-9.948209398385080560e-01,-9.959146018976282599e-01,-9.947614394250250403e-01,-9.950364989489759449e-01,-9.950364989489759449e-01
-9.949897909132696672e-01,-9.960883019823890683e-01,-9.953012922830313247e-01,-9.955791116476216951e-01,-9.955791116476216951e-01
-9.955484134601009227e-01,-9.964354983836235524e-01,-9.956610537877884637e-01,-9.957953499274277975e-01,-9.957953499274277975e-01
-9.957582905344762869e-01,-9.967342825661896777e-01,-9.959909109657414383e-01,-9.960440563685745152e-01,-9.960440563685745152e-01
-9.960137649462924569e-01,-9.968852357290333144e-01,-9.959142761423177559e-01,-9.958527189901701382e-01,-9.958527189901701382e-01
-9.958225899193468011e-01,-9.965413341796356406e-01,-9.956341095027386734e-01,-9.954932224430254051e-01,-9.954932224430254051e-01
-9.954686190472530338e-01,-9.965616326740754927e-01,-9.955477483747362522e-01,-9.957636833245064878e-01,-9.957636833245064878e-01
-9.957202042952723042e-01,-9.964307448401564793e-01,-9.955017746457031080e-01,-9.954359430688769494e-01,-9.954359430688769494e-01
-9.953951770164137791e-01,-9.963674596363240044e-01,-9.952245680176717846e-01,-9.953562263211599426e-01,-9.953562263211599426e-01
-9.953248812683833657e-01,-9.964125467601737673e-01,-9.954736218221805766e-01,-9.957134965908418511e-01,-9.957134965908418511e-01
-9.956840467561953734e-01,-9.967645839341507941e-01,-9.956065005502252596e-01,-9.958181432062304106e-01,-9.958181432062304106e-01
-9.957770813713978653e-01,-9.965092830641537613e-01,-9.956164987752053053e-01,-9.955535287626995355e-01,-9.955535287626995355e-01
-9.955268024658665560e-01,-9.965825719872609678e-01,-9.957372350883390011e-01,-9.959114819359371484e-01,-9.959114819359371484e-01
-9.958659006676219283e-01,-9.968416349442070779e-01,-9.957841158933250503e-01,-9.958706440362028456e-01,-9.958706440362028456e-01
-9.958201556742356519e-01,-9.968346652638604422e-01,-9.957469917808232651e-01,-9.960062453846871833e-01,-9.960062453846871833e-01
-9.959680489556923533e-01,-9.969938421554762620e-01,-9.958356187712045227e-01,-9.960636144177510420e-01,-9.960636144177510420e-01
-9.960216311728115057e-01,-9.968368235395288490e-01,-9.958103051929818594e-01,-9.957829742073289747e-01,-9.957829742073289747e-01
-9.957389951025082953e-01,-9.968297657258254896e-01,-9.956957617597514965e-01,-9.959593835395639250e-01,-9.959593835395639250e-01
-9.959276761273226919e-01,-9.969638033502588037e-01,-9.957089919468872230e-01,-9.959361446372546611e-01,-9.959361446372546611e-01
-9.959049073667979313e-01,-9.969838971431661534e-01,-9.966901950865996174e-01,-9.969437319431582178e-01,-9.969437319431582178e-01
-9.969053108918543016e-01,-9.977981532065332004e-01,-9.973991455518061988e-01,-9.974449135271078459e-01,-9.974449135271078459e-01
-9.973821196957143309e-01,-9.980573914969476101e-01,-9.971734408954544548e-01,-9.971398478954172084e-01,-9.971398478954172084e-01
-9.970993061057983331e-01,-9.977887333197104081e-01,-9.969435077892648822e-01,-9.967921637397146872e-01,-9.967921637397146872e-01
-9.967589314252222055e-01,-9.974620686075951204e-01,-9.966298721041008113e-01,-9.965503425453079434e-01,-9.965503425453079434e-01
-9.965197248157244836e-01,-9.975967763896743667e-01,-9.966571795940943890e-01,-9.968764507178288214e-01,-9.968764507178288214e-01
-9.968685898615918806e-01,-9.976848804658985381e-01,-9.967067788781323046e-01,-9.966669500636290424e-01,-9.966669500636290424e-01
-9.967225365501413137e-01,-9.977719930856044916e-01,-9.969051456565850566e-01,-9.971302916677430295e-01,-9.971302916677430295e-01
-9.970993948656047268e-01,-9.980195659842523437e-01,-9.971748006182870050e-01,-9.974014345327444353e-01,-9.974014345327444353e-01
-9.973505942014223580e-01,-9.982363996187271216e-01,-9.971699370128975781e-01,-9.973380415542916211e-01,-9.973380415542916211e-01
-9.973135461550974856e-01,-9.983508970105593461e-01,-9.985381178930248236e-01,-9.985826117081371134e-01,-9.985826117081371134e-01
-9.986048681981284370e-01,-9.996452794540313658e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.000000000000000000e+00,-9.994944143953806703e-01,-9.998372764522817091e-01,-9.990579730677584536e-01,-9.990579730677584536e-01
-9.990449265533420942e-01,-9.997124437796112151e-01,-9.991463294012576934e-01,-9.991098213256586202e-01,-9.991098213256586202e-01
-9.990816181058493894e-01,-1.000000000000000000e+00,-9.992942211138251540e-01,-9.993720908665414404e-01,-9.993720908665414404e-01
